6,2008,44367
6,2009,43855.9323824369
6,2010,43415.9061725323
6,2011,43283.898573655344
6,2012,43327.90066645696
6,2013,43591.91718468299
6,2014,43767.926876361555
6,2015,44119.947580190805
6,2016,44823.98964808538
6,2017,45968.05726564847
1f3FE6AgdVrDsJaE,2008,44367
1f3FE6AgdVrDsJaE,2009,44639.99968308669
1f3FE6AgdVrDsJaE,2010,45083.0768438486
1f3FE6AgdVrDsJaE,2011,45470.76944204477
1f3FE6AgdVrDsJaE,2012,45636.92312974196
1f3FE6AgdVrDsJaE,2013,45913.84594257061
1f3FE6AgdVrDsJaE,2014,46412.307665898246
1f3FE6AgdVrDsJaE,2015,46633.84591616117
1f3FE6AgdVrDsJaE,2016,46744.615701528695
1f3FE6AgdVrDsJaE,2017,46910.76938922588
-vZG_0FIesaL45Zi,2008,44367
-vZG_0FIesaL45Zi,2009,44427.96619121845
-vZG_0FIesaL45Zi,2010,44427.96619121845
-vZG_0FIesaL45Zi,2011,44427.96619121845
-vZG_0FIesaL45Zi,2012,44427.96619121845
-vZG_0FIesaL45Zi,2013,44427.96619121845
-vZG_0FIesaL45Zi,2014,44427.96619121845
-vZG_0FIesaL45Zi,2015,44251.95517906776
-vZG_0FIesaL45Zi,2016,44207.95308626615
-vZG_0FIesaL45Zi,2017,44207.95308626615
mWuBvsFjOcvSmPlg,2008,44367
mWuBvsFjOcvSmPlg,2009,45484.02896294227
mWuBvsFjOcvSmPlg,2010,46320.07796947773
mWuBvsFjOcvSmPlg,2011,46760.104179382324
mWuBvsFjOcvSmPlg,2012,46804.10693241999
mWuBvsFjOcvSmPlg,2013,47156.12763624925
mWuBvsFjOcvSmPlg,2014,47244.133142324594
mWuBvsFjOcvSmPlg,2015,47464.14624727689
mWuBvsFjOcvSmPlg,2016,47288.13589536227
mWuBvsFjOcvSmPlg,2017,47156.12763624925
aC8IfMytvzKasM6g,2008,44367
aC8IfMytvzKasM6g,2009,45451.50507413424
aC8IfMytvzKasM6g,2010,45602.00654543363
aC8IfMytvzKasM6g,2011,45551.839168255145
aC8IfMytvzKasM6g,2012,45451.50507413424
aC8IfMytvzKasM6g,2013,45702.3412997906
aC8IfMytvzKasM6g,2014,45301.00360283485
aC8IfMytvzKasM6g,2015,45401.33769695576
aC8IfMytvzKasM6g,2016,45501.67245131273
aC8IfMytvzKasM6g,2017,45652.17392261211
M_a_nwS4Eez1da0A,2008,44367
M_a_nwS4Eez1da0A,2009,45616.03656181922
M_a_nwS4Eez1da0A,2010,45704.0414076585
M_a_nwS4Eez1da0A,2011,45704.0414076585
M_a_nwS4Eez1da0A,2012,45000
M_a_nwS4Eez1da0A,2013,43943.93788851224
M_a_nwS4Eez1da0A,2014,43151.89097477839
M_a_nwS4Eez1da0A,2015,42139.83095609225
M_a_nwS4Eez1da0A,2016,40291.72061039851
M_a_nwS4Eez1da0A,2017,39455.671603863055
-5ymhONNt0_19xWU,2008,44367
-5ymhONNt0_19xWU,2009,44480.769230769234
-5ymhONNt0_19xWU,2010,44805.28846153846
-5ymhONNt0_19xWU,2011,45129.80769230769
-5ymhONNt0_19xWU,2012,45194.71153846154
-5ymhONNt0_19xWU,2013,45194.71153846154
-5ymhONNt0_19xWU,2014,45194.71153846154
-5ymhONNt0_19xWU,2015,44935.096153846156
-5ymhONNt0_19xWU,2016,44350.96153846154
-5ymhONNt0_19xWU,2017,43247.596153846156
273,2008,44367
273,2009,44647.97929617075
273,2010,44691.982049208425
273,2011,44691.982049208425
273,2012,44779.9868950477
273,2013,44779.9868950477
273,2014,45044.00275303767
273,2015,45308.017950791575
273,2016,45396.023456866926
273,2017,45484.02896294227
284,2008,44367
284,2009,44208.28056335449
284,2010,44189.06769385705
284,2011,44189.06769385705
284,2012,44246.73271179199
284,2013,44342.820167541504
284,2014,44777.371699993426
284,2015,45265.418199392465
284,2016,45323.082557091344
284,2017,45938.147911658656
1DAzM0m5FsEzGQiZ,2008,44367
1DAzM0m5FsEzGQiZ,2009,44942.30791238638
1DAzM0m5FsEzGQiZ,2010,45057.69208761362
1DAzM0m5FsEzGQiZ,2011,44942.30791238638
1DAzM0m5FsEzGQiZ,2012,45230.76901069054
1DAzM0m5FsEzGQiZ,2013,45000
1DAzM0m5FsEzGQiZ,2014,45599.62837512676
1DAzM0m5FsEzGQiZ,2015,46326.92329700176
1DAzM0m5FsEzGQiZ,2016,46846.154066232535
1DAzM0m5FsEzGQiZ,2017,47365.38483546331
LIOHs4a-wXycQeKw,2008,44367
LIOHs4a-wXycQeKw,2009,43961.53846153846
LIOHs4a-wXycQeKw,2010,43846.154286311226
LIOHs4a-wXycQeKw,2011,43346.16279602051
LIOHs4a-wXycQeKw,2012,42884.62477463942
LIOHs4a-wXycQeKw,2013,42134.62433448205
LIOHs4a-wXycQeKw,2014,41807.68335782565
LIOHs4a-wXycQeKw,2015,41807.68335782565
LIOHs4a-wXycQeKw,2016,41903.85598402757
LIOHs4a-wXycQeKw,2017,41884.61538461538
nYdKEWnYc-RTed0o,2008,44367
nYdKEWnYc-RTed0o,2009,44722.55295973558
nYdKEWnYc-RTed0o,2010,45353.13980395977
nYdKEWnYc-RTed0o,2011,45995.19230769231
nYdKEWnYc-RTed0o,2012,46234.07429915208
nYdKEWnYc-RTed0o,2013,47030.076026916504
nYdKEWnYc-RTed0o,2014,47668.26945084792
nYdKEWnYc-RTed0o,2015,47956.73054915208
nYdKEWnYc-RTed0o,2016,48380.295753479004
nYdKEWnYc-RTed0o,2017,49364.24820239727
W9_8RCa4IZgPfFzg,2008,44367
W9_8RCa4IZgPfFzg,2009,45064.903846153844
W9_8RCa4IZgPfFzg,2010,45324.519230769234
W9_8RCa4IZgPfFzg,2011,45584.13461538462
W9_8RCa4IZgPfFzg,2012,46492.78846153846
W9_8RCa4IZgPfFzg,2013,46947.11538461538
W9_8RCa4IZgPfFzg,2014,48050.480769230766
W9_8RCa4IZgPfFzg,2015,47336.53846153846
W9_8RCa4IZgPfFzg,2016,48115.38461538462
W9_8RCa4IZgPfFzg,2017,48634.61538461538
Nu30dXwawhstP3t0,2008,44367
Nu30dXwawhstP3t0,2009,44397.83631838285
Nu30dXwawhstP3t0,2010,44647.05694638766
Nu30dXwawhstP3t0,2011,45011.04244819054
Nu30dXwawhstP3t0,2012,45204.88115457388
Nu30dXwawhstP3t0,2013,45723.52035229023
Nu30dXwawhstP3t0,2014,45975.388526916504
Nu30dXwawhstP3t0,2015,46223.961463341344
Nu30dXwawhstP3t0,2016,46513.183813828684
Nu30dXwawhstP3t0,2017,47013.96296574519
PA-aw3jO8LPLXnBV,2008,44367
PA-aw3jO8LPLXnBV,2009,44357.56125816932
PA-aw3jO8LPLXnBV,2010,44753.58405480018
PA-aw3jO8LPLXnBV,2011,44929.595066950875
PA-aw3jO8LPLXnBV,2012,45193.61026470478
PA-aw3jO8LPLXnBV,2013,46645.69649329552
PA-aw3jO8LPLXnBV,2014,46381.68129554162
PA-aw3jO8LPLXnBV,2015,47085.722703200125
PA-aw3jO8LPLXnBV,2016,47569.75100590632
PA-aw3jO8LPLXnBV,2017,48053.77930861253
M4bwkHNU6OmYDTHv,2008,44367
M4bwkHNU6OmYDTHv,2009,45422.424976642316
M4bwkHNU6OmYDTHv,2010,45730.44358766996
M4bwkHNU6OmYDTHv,2011,46610.49534724309
M4bwkHNU6OmYDTHv,2012,47270.534662099984
M4bwkHNU6OmYDTHv,2013,47490.54776705228
M4bwkHNU6OmYDTHv,2014,47798.56571784386
M4bwkHNU6OmYDTHv,2015,48546.60987854004
M4bwkHNU6OmYDTHv,2016,49074.641594519984
M4bwkHNU6OmYDTHv,2017,50086.7012830881
bHLEtCUfiODZemw8,2008,44367
bHLEtCUfiODZemw8,2009,45281.02485950176
bHLEtCUfiODZemw8,2010,45695.237159729004
bHLEtCUfiODZemw8,2011,46016.967553358816
bHLEtCUfiODZemw8,2012,46286.97769458477
bHLEtCUfiODZemw8,2013,46560.143103966344
bHLEtCUfiODZemw8,2014,47032.63972355769
bHLEtCUfiODZemw8,2015,47466.31776369535
bHLEtCUfiODZemw8,2016,48106.482652517465
bHLEtCUfiODZemw8,2017,48897.35764723558
SJmEguE1o0lrUMCA,2008,44367
SJmEguE1o0lrUMCA,2009,43855.9323824369
SJmEguE1o0lrUMCA,2010,43767.926876361555
SJmEguE1o0lrUMCA,2011,43239.89516038161
SJmEguE1o0lrUMCA,2012,43943.93788851224
SJmEguE1o0lrUMCA,2013,44295.9585923415
SJmEguE1o0lrUMCA,2014,43635.9192774846
